"targetId","targetName","comparatorId","comparatorName","outcomeId","outcomeName","type"
6593,"Tofacitinib, satisfying trial",6609,"Adalimumab, satisfying trial",436070,"Vitamin D deficiency","Outcome"
6593,"Tofacitinib, satisfying trial",6610,"Etanercept, satisfying trial",436070,"Vitamin D deficiency","Outcome"
6593,"Tofacitinib, satisfying trial",6611,"Adalimumab or etanercept, satisfying trial",436070,"Vitamin D deficiency","Outcome"
6607,"Tofacitinib, satisfying trial without methotrexate",6612,"Adalimumab, satisfying trial without methotrexate",436070,"Vitamin D deficiency","Outcome"
6607,"Tofacitinib, satisfying trial without methotrexate",6614,"Etanercept, satisfying trial without methotrexate",436070,"Vitamin D deficiency","Outcome"
6607,"Tofacitinib, satisfying trial without methotrexate",6616,"Adalimumab or etanercept, satisfying trial without methotrexate",436070,"Vitamin D deficiency","Outcome"
6608,"Tofacitinib, real-world population",6613,"Adalimumab real-world population",436070,"Vitamin D deficiency","Outcome"
6608,"Tofacitinib, real-world population",6615,"Etanercept real world population",436070,"Vitamin D deficiency","Outcome"
6608,"Tofacitinib, real-world population",6617,"Adalimumab or etanercept real world population",436070,"Vitamin D deficiency","Outcome"
6609,"Adalimumab, satisfying trial",6610,"Etanercept, satisfying trial",436070,"Vitamin D deficiency","Outcome"
6613,"Adalimumab, real-world population",6615,"Etanercept, real world population",436070,"Vitamin D deficiency","Outcome"
6593,"Tofacitinib, satisfying trial",6609,"Adalimumab, satisfying trial",318800,"Gastroesophageal reflux disease","Outcome"
6593,"Tofacitinib, satisfying trial",6610,"Etanercept, satisfying trial",318800,"Gastroesophageal reflux disease","Outcome"
6593,"Tofacitinib, satisfying trial",6611,"Adalimumab or etanercept, satisfying trial",318800,"Gastroesophageal reflux disease","Outcome"
6607,"Tofacitinib, satisfying trial without methotrexate",6612,"Adalimumab, satisfying trial without methotrexate",318800,"Gastroesophageal reflux disease","Outcome"
